"name","datetime","temp","feelslike","dew","humidity","precip","precipprob","preciptype","snow","snowdepth","windgust","windspeed","winddir","pressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","conditions","icon","stations"
"Sóc Trăng, Việt Nam","2024-10-29T02:00:00","24.7","24.7","23.5","93.05","3.0","100.0","[rain]","0.0","0.0","29.2","11.5","257.7","1006.0","100.0","4.2","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T03:00:00","24.5","24.5","23.4","93.6","3.0","100.0","[rain]","0.0","0.0","34.9","18.4","257.9","1007.0","100.0","10.0","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T04:00:00","24.1","24.1","23.5","96.45","3.2","100.0","[rain]","0.0","0.0","33.1","15.8","267.3","1007.0","100.0","6.8","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T05:00:00","24.1","24.1","23.5","96.45","1.4","100.0","[rain]","0.0","0.0","31.3","13.7","264.6","1007.0","100.0","9.9","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T06:00:00","24.0","24.0","23.5","97.03","0.9","100.0","[rain]","0.0","0.0","33.5","13.3","258.0","1008.0","100.0","20.7","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T07:00:00","24.1","24.1","23.4","95.87","0.5","100.0","[rain]","0.0","0.0","34.9","12.2","255.0","1009.0","100.0","15.8","10.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T08:00:00","25.3","25.3","23.9","91.97","0.5","96.8","[rain]","0.0","0.0","37.1","15.5","260.5","1009.0","100.0","22.4","127.0","0.5","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T09:00:00","25.0","25.0","23.6","91.95","0.5","96.8","[rain]","0.0","0.0","38.5","18.7","269.6","1010.0","100.0","21.5","88.0","0.3","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T10:00:00","24.0","24.0","22.9","93.58","0.7","96.8","[rain]","0.0","0.0","40.3","19.8","277.7","1010.0","100.0","11.8","85.0","0.3","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T11:00:00","23.7","23.7","22.8","94.71","1.0","96.8","[rain]","0.0","0.0","39.2","18.4","270.5","1009.0","100.0","21.6","129.0","0.5","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T12:00:00","24.0","24.0","23.2","95.29","0.3","96.8","[rain]","0.0","0.0","37.1","17.3","261.6","1009.0","100.0","17.6","87.0","0.3","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T13:00:00","24.6","24.6","23.6","94.17","0.5","96.8","[rain]","0.0","0.0","37.4","16.6","248.5","1007.0","100.0","19.9","112.0","0.4","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T14:00:00","25.2","25.2","23.9","92.52","0.3","58.1","[rain]","0.0","0.0","37.1","16.9","229.1","1007.0","100.0","24.1","145.0","0.5","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T15:00:00","25.4","25.4","23.7","90.33","0.0","58.1","[rain]","0.0","0.0","37.1","17.3","235.5","1007.0","100.0","24.1","144.0","0.5","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T16:00:00","25.1","25.1","23.5","90.85","0.0","58.1","[rain]","0.0","0.0","38.2","16.6","244.5","1007.0","100.0","24.1","75.0","0.3","1.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T17:00:00","24.9","24.9","23.4","91.39","0.0","58.1","[rain]","0.0","0.0","41.0","15.8","253.5","1007.0","100.0","24.1","39.0","0.1","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T18:00:00","24.6","24.6","23.3","92.48","0.0","58.1","[rain]","0.0","0.0","40.3","15.1","255.4","1008.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T19:00:00","24.3","24.3","23.2","93.59","0.0","58.1","[rain]","0.0","0.0","34.6","11.5","263.5","1008.0","100.0","24.1","0.0","0.0","0.0","3.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T20:00:00","24.0","24.0","23.1","94.72","0.0","64.5","[rain]","0.0","0.0","24.5","7.6","280.2","1009.0","99.2","24.1","0.0","0.0","0.0","3.0","Rain, Overcast","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T21:00:00","24.0","24.0","23.0","94.15","0.0","64.5","[rain]","0.0","0.0","24.5","8.6","255.3","1010.0","81.0","24.1","0.0","0.0","0.0","3.0","Rain, Partially cloudy","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T22:00:00","23.8","23.8","23.0","95.29","0.0","64.5","[rain]","0.0","0.0","23.0","9.7","234.7","1010.0","87.9","24.1","0.0","0.0","0.0","10.0","Rain, Partially cloudy","rain","null"
"Sóc Trăng, Việt Nam","2024-10-29T23:00:00","24.0","24.0","23.0","94.15","0.0","64.5","[rain]","0.0","0.0","26.3","10.1","228.9","1010.0","82.8","24.1","0.0","0.0","0.0","10.0","Rain, Partially cloudy","rain","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T00:00:00","16.2","16.2","15.2","93.8","0.0","25.8","null","0.0","0.0","13.3","6.8","120.1","1024.0","99.9","23.9","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T01:00:00","15.3","15.3","13.9","91.36","0.0","25.8","null","0.0","0.0","13.3","6.1","89.3","1024.0","98.0","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T02:00:00","15.4","15.4","14.1","91.96","0.0","16.1","null","0.0","0.0","21.2","7.2","81.7","1024.0","99.7","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T03:00:00","15.5","15.5","14.1","91.37","0.1","16.1","[rain]","0.0","0.0","22.7","7.9","89.0","1024.0","95.6","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T04:00:00","15.2","15.2","14.1","93.15","0.0","16.1","null","0.0","0.0","23.4","9.0","94.8","1023.0","99.7","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T05:00:00","15.3","15.3","14.0","91.95","0.0","16.1","null","0.0","0.0","26.3","10.4","102.5","1023.0","96.6","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T06:00:00","15.2","15.2","13.9","91.95","0.0","16.1","null","0.0","0.0","27.0","11.5","105.4","1023.0","100.0","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T07:00:00","14.6","14.6","13.8","94.95","0.0","16.1","[rain]","0.0","0.0","26.3","11.5","105.3","1023.0","100.0","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T08:00:00","15.0","15.0","14.1","94.35","0.0","6.5","null","0.0","0.0","27.0","10.8","101.9","1024.0","100.0","24.1","7.0","0.0","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T09:00:00","15.8","15.8","14.3","90.8","0.0","6.5","null","0.0","0.0","31.0","14.0","99.8","1024.0","95.6","24.1","22.0","0.1","0.0","10.0","Overcast","cloudy","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T10:00:00","16.7","16.7","14.6","87.42","0.0","6.5","null","0.0","0.0","34.2","19.8","101.7","1024.0","60.8","24.1","109.0","0.4","1.0","10.0","Partially cloudy","partly-cloudy-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T11:00:00","17.9","17.9","14.9","82.61","0.1","6.5","[rain]","0.0","0.0","38.9","25.6","104.8","1023.0","87.7","24.1","293.0","1.1","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T12:00:00","18.3","18.3","14.9","80.56","0.0","6.5","null","0.0","0.0","37.8","25.9","107.1","1023.0","87.2","24.1","230.0","0.8","2.0","10.0","Partially cloudy","partly-cloudy-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T13:00:00","19.2","19.2","14.6","74.7","0.0","6.5","null","0.0","0.0","36.7","28.8","109.3","1022.0","87.7","24.1","318.0","1.1","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T14:00:00","19.7","19.7","14.7","72.88","0.0","0.0","null","0.0","0.0","38.2","29.9","109.7","1021.0","76.9","24.1","302.0","1.1","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T15:00:00","19.7","19.7","14.5","71.94","0.0","0.0","null","0.0","0.0","38.5","28.4","113.8","1021.0","66.6","24.1","296.0","1.1","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T16:00:00","19.3","19.3","14.3","72.81","0.0","0.0","null","0.0","0.0","41.0","28.1","110.3","1021.0","5.0","24.1","259.0","0.9","3.0","10.0","Clear","clear-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T17:00:00","18.1","18.1","13.9","76.47","0.0","0.0","null","0.0","0.0","46.1","28.4","109.9","1021.0","5.0","24.1","145.0","0.5","1.0","10.0","Clear","clear-day","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T18:00:00","16.7","16.7","13.5","81.4","0.0","0.0","null","0.0","0.0","48.2","25.9","108.8","1021.0","4.3","24.1","0.0","0.0","0.0","10.0","Clear","clear-night","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T19:00:00","15.9","15.9","13.5","85.66","0.0","0.0","null","0.0","0.0","49.7","24.5","108.3","1022.0","1.9","24.1","0.0","0.0","0.0","10.0","Clear","clear-night","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T20:00:00","15.1","15.1","13.5","90.16","0.0","0.0","null","0.0","0.0","46.4","21.6","107.0","1022.0","0.7","24.1","0.0","0.0","0.0","10.0","Clear","clear-night","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T21:00:00","14.6","14.6","13.5","93.12","0.0","0.0","null","0.0","0.0","44.3","20.5","108.9","1022.0","5.0","24.1","0.0","0.0","0.0","10.0","Clear","clear-night","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T22:00:00","14.3","14.3","13.4","94.32","0.0","0.0","null","0.0","0.0","43.6","19.8","111.0","1022.0","83.2","24.1","0.0","0.0","0.0","10.0","Partially cloudy","partly-cloudy-night","null"
"La Son, Saint-Papoul, Occitanie, France","2024-10-29T23:00:00","14.0","14.0","13.3","95.55","0.0","0.0","null","0.0","0.0","42.1","18.7","112.5","1022.0","15.6","24.1","0.0","0.0","0.0","10.0","Clear","clear-night","null"
"Tây Ninh, Việt Nam","2024-10-29T00:00:00","22.8","22.8","21.1","90.15","0.0","32.3","null","0.0","0.0","10.8","8.3","2.9","1007.0","89.0","24.1","0.0","0.0","0.0","10.0","Partially cloudy","partly-cloudy-night","null"
"Tây Ninh, Việt Nam","2024-10-29T01:00:00","22.9","22.9","21.1","89.6","0.2","32.3","[rain]","0.0","0.0","7.2","5.8","348.0","1007.0","87.7","24.1","0.0","0.0","0.0","10.0","Partially cloudy","partly-cloudy-night","null"
"Tây Ninh, Việt Nam","2024-10-29T02:00:00","22.7","22.7","21.0","90.14","0.0","64.5","[rain]","0.0","0.0","7.2","6.5","316.8","1006.0","73.8","24.1","0.0","0.0","0.0","10.0","Rain, Partially cloudy","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T03:00:00","22.4","22.4","20.9","91.23","0.0","64.5","[rain]","0.0","0.0","5.0","5.0","315.0","1007.0","38.6","24.1","0.0","0.0","0.0","10.0","Rain, Partially cloudy","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T04:00:00","22.4","22.4","20.8","90.67","0.0","64.5","[rain]","0.0","0.0","5.8","5.8","321.7","1007.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T05:00:00","22.3","22.3","20.8","91.23","0.0","64.5","[rain]","0.0","0.0","3.6","3.6","342.3","1007.0","93.9","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T06:00:00","22.4","22.4","21.0","91.8","0.0","64.5","[rain]","0.0","0.0","5.0","4.7","314.9","1008.0","18.9","24.1","1.0","0.0","0.0","10.0","Rain","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T07:00:00","23.8","23.8","21.5","86.97","0.0","64.5","[rain]","0.0","0.0","7.9","5.4","304.2","1009.0","88.7","24.1","104.0","0.4","1.0","10.0","Rain, Partially cloudy","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T08:00:00","25.3","25.3","22.0","81.97","0.1","19.4","[rain]","0.0","0.0","11.5","8.3","299.2","1009.0","86.4","24.1","305.0","1.1","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Tây Ninh, Việt Nam","2024-10-29T09:00:00","26.8","28.8","22.1","75.46","0.0","19.4","null","0.0","0.0","14.0","9.7","290.9","1010.0","97.8","24.1","528.0","1.9","5.0","10.0","Overcast","cloudy","null"
"Tây Ninh, Việt Nam","2024-10-29T10:00:00","28.0","30.9","22.6","72.51","0.0","19.4","null","0.0","0.0","17.6","13.7","288.4","1009.0","43.7","24.1","694.0","2.5","7.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Tây Ninh, Việt Nam","2024-10-29T11:00:00","29.0","32.5","22.8","69.26","0.0","19.4","[rain]","0.0","0.0","18.7","15.1","291.2","1008.0","79.9","24.1","807.0","2.9","8.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Tây Ninh, Việt Nam","2024-10-29T12:00:00","29.5","32.9","22.5","66.07","0.1","19.4","[rain]","0.0","0.0","22.0","17.6","293.0","1007.0","100.0","24.1","667.0","2.4","7.0","10.0","Overcast","cloudy","null"
"Tây Ninh, Việt Nam","2024-10-29T13:00:00","28.9","32.3","22.8","69.66","0.0","19.4","[rain]","0.0","0.0","20.9","15.8","299.9","1006.0","100.0","24.1","315.0","1.1","3.0","10.0","Overcast","cloudy","null"
"Tây Ninh, Việt Nam","2024-10-29T14:00:00","28.8","32.2","22.8","70.06","0.1","67.7","[rain]","0.0","0.0","20.2","15.1","305.5","1006.0","50.6","24.1","280.0","1.0","3.0","10.0","Rain, Partially cloudy","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T15:00:00","29.7","33.3","22.6","65.71","0.0","67.7","[rain]","0.0","0.0","19.8","15.5","304.3","1005.0","46.6","24.1","493.0","1.8","5.0","10.0","Rain, Partially cloudy","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T16:00:00","29.2","33.0","23.1","69.71","0.2","67.7","[rain]","0.0","0.0","18.4","14.0","311.6","1006.0","16.3","24.1","331.0","1.2","3.0","10.0","Rain","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T17:00:00","27.4","30.3","23.2","77.88","0.6","67.7","[rain]","0.0","0.0","19.8","11.9","323.1","1006.0","5.0","24.1","170.0","0.6","2.0","10.0","Rain","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T18:00:00","25.8","25.8","22.7","83.03","0.4","67.7","[rain]","0.0","0.0","18.0","11.2","335.4","1007.0","7.0","24.1","0.0","0.0","0.0","10.0","Rain","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T19:00:00","25.1","25.1","22.4","85.0","0.0","67.7","[rain]","0.0","0.0","13.0","9.4","344.3","1008.0","7.3","24.1","0.0","0.0","0.0","10.0","Rain","rain","null"
"Tây Ninh, Việt Nam","2024-10-29T20:00:00","24.5","24.5","22.0","85.98","0.5","38.7","[rain]","0.0","0.0","10.8","9.0","327.1","1009.0","30.5","20.1","0.0","0.0","0.0","10.0","Partially cloudy","partly-cloudy-night","null"
"Tây Ninh, Việt Nam","2024-10-29T21:00:00","24.5","24.5","21.9","85.45","0.2","38.7","[rain]","0.0","0.0","8.6","7.6","314.4","1009.0","52.4","24.1","0.0","0.0","0.0","3.0","Partially cloudy","partly-cloudy-night","null"
"Tây Ninh, Việt Nam","2024-10-29T22:00:00","24.4","24.4","22.0","86.49","0.4","38.7","[rain]","0.0","0.0","7.9","7.2","303.1","1009.0","78.0","24.1","0.0","0.0","0.0","10.0","Partially cloudy","partly-cloudy-night","null"
"Tây Ninh, Việt Nam","2024-10-29T23:00:00","24.5","24.5","22.1","86.5","0.1","38.7","[rain]","0.0","0.0","8.3","7.2","301.3","1009.0","99.7","24.1","0.0","0.0","0.0","3.0","Overcast","cloudy","null"
"Thái Bình, Việt Nam","2024-10-29T00:00:00","19.6","19.6","17.5","87.68","0.6","90.3","[rain]","0.0","0.0","30.6","14.0","347.4","1011.0","100.0","16.7","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T01:00:00","19.2","19.2","17.6","90.46","1.6","90.3","[rain]","0.0","0.0","31.0","15.1","349.2","1011.0","100.0","6.5","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T02:00:00","19.0","19.0","17.6","91.59","2.0","90.3","[rain]","0.0","0.0","34.2","18.0","345.6","1010.0","100.0","9.3","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T03:00:00","19.0","19.0","17.5","91.01","1.0","90.3","[rain]","0.0","0.0","37.4","19.8","344.4","1010.0","100.0","20.4","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T04:00:00","19.4","19.4","17.2","87.11","0.3","90.3","[rain]","0.0","0.0","41.0","20.5","344.3","1010.0","100.0","23.8","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T05:00:00","19.6","19.6","16.9","84.41","0.2","90.3","[rain]","0.0","0.0","42.1","23.0","342.8","1010.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T06:00:00","19.5","19.5","16.9","84.94","0.1","90.3","[rain]","0.0","0.0","43.2","22.3","346.6","1011.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T07:00:00","19.5","19.5","17.2","86.57","0.2","90.3","[rain]","0.0","0.0","41.0","20.5","348.8","1012.0","100.0","19.4","3.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T08:00:00","19.3","19.3","17.3","88.21","0.3","67.7","[rain]","0.0","0.0","39.2","21.2","337.7","1012.0","100.0","24.1","8.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T09:00:00","19.5","19.5","17.2","86.57","0.1","67.7","[rain]","0.0","0.0","40.0","20.5","332.6","1013.0","99.6","24.1","26.0","0.1","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T10:00:00","20.8","20.8","17.0","78.87","0.2","67.7","[rain]","0.0","0.0","35.3","19.8","335.9","1012.0","100.0","24.1","76.0","0.3","1.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T11:00:00","20.7","20.7","16.8","78.36","0.0","67.7","[rain]","0.0","0.0","36.0","20.2","335.9","1012.0","97.4","24.1","27.0","0.1","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T12:00:00","21.4","21.4","17.0","76.02","0.0","67.7","[rain]","0.0","0.0","32.4","20.2","335.3","1011.0","95.6","24.1","157.0","0.6","2.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T13:00:00","22.3","22.3","17.1","72.41","0.0","67.7","[rain]","0.0","0.0","28.1","18.4","343.8","1010.0","100.0","24.1","218.0","0.8","2.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T14:00:00","22.7","22.7","17.4","72.02","0.0","58.1","[rain]","0.0","0.0","26.6","14.8","344.3","1009.0","100.0","24.1","113.0","0.4","1.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T15:00:00","23.3","23.3","17.6","70.34","0.0","58.1","[rain]","0.0","0.0","29.9","15.8","339.4","1009.0","100.0","24.1","142.0","0.5","1.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T16:00:00","23.2","23.2","17.7","71.21","0.0","58.1","[rain]","0.0","0.0","28.1","13.3","332.4","1009.0","99.0","24.1","132.0","0.5","1.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T17:00:00","22.2","22.2","17.8","76.15","0.0","58.1","[rain]","0.0","0.0","21.2","8.6","338.6","1010.0","98.7","24.1","23.0","0.1","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T18:00:00","22.0","22.0","18.0","78.06","0.0","58.1","[rain]","0.0","0.0","10.4","6.1","359.0","1010.0","99.9","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T19:00:00","22.0","22.0","18.2","79.04","0.0","58.1","[rain]","0.0","0.0","6.1","4.7","16.5","1011.0","89.8","24.1","0.0","0.0","0.0","10.0","Rain, Partially cloudy","rain","null"
"Thái Bình, Việt Nam","2024-10-29T20:00:00","22.1","22.1","18.4","79.55","0.0","61.3","[rain]","0.0","0.0","3.6","2.2","26.5","1012.0","98.5","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T21:00:00","22.3","22.3","18.8","80.58","0.0","61.3","[rain]","0.0","0.0","2.2","0.4","254.4","1012.0","95.9","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T22:00:00","22.2","22.2","19.0","82.09","0.0","61.3","[rain]","0.0","0.0","4.3","4.3","287.4","1012.0","98.8","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Bình, Việt Nam","2024-10-29T23:00:00","21.9","21.9","19.0","83.61","0.0","61.3","[rain]","0.0","0.0","7.2","7.2","302.0","1012.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T00:00:00","21.7","21.7","15.2","66.54","0.0","12.9","null","0.0","0.0","10.1","6.1","15.9","1012.0","100.0","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T01:00:00","21.6","21.6","15.4","67.81","0.0","12.9","null","0.0","0.0","10.4","6.1","7.3","1012.0","100.0","24.1","0.0","0.0","0.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T02:00:00","21.5","21.5","15.6","69.11","0.0","71.0","[rain]","0.0","0.0","10.1","6.5","1.4","1011.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T03:00:00","21.3","21.3","15.8","70.86","0.0","71.0","[rain]","0.0","0.0","11.9","7.6","354.8","1011.0","100.0","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T04:00:00","21.2","21.2","15.9","71.75","0.0","71.0","[rain]","0.0","0.0","11.5","6.8","350.4","1011.0","99.6","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T05:00:00","21.1","21.1","16.1","73.12","0.0","71.0","[rain]","0.0","0.0","10.8","6.5","354.3","1012.0","92.5","24.1","0.0","0.0","0.0","10.0","Rain, Overcast","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T06:00:00","21.0","21.0","16.3","74.52","0.0","71.0","[rain]","0.0","0.0","9.0","5.8","359.4","1012.0","89.8","24.1","0.0","0.0","0.0","10.0","Rain, Partially cloudy","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T07:00:00","21.3","21.3","16.8","75.52","0.0","71.0","[rain]","0.0","0.0","7.2","5.0","8.0","1013.0","100.0","24.1","25.0","0.1","0.0","10.0","Rain, Overcast","rain","null"
"Thái Nguyên, Việt Nam","2024-10-29T08:00:00","21.5","21.5","16.9","75.08","0.0","41.9","null","0.0","0.0","7.9","5.0","15.2","1013.0","100.0","24.1","39.0","0.1","0.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T09:00:00","21.4","21.4","17.0","76.02","0.0","41.9","null","0.0","0.0","10.8","6.5","16.7","1014.0","100.0","24.1","36.0","0.1","0.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T10:00:00","21.7","21.7","16.6","72.76","0.0","41.9","null","0.0","0.0","10.4","6.5","16.4","1014.0","100.0","24.1","66.0","0.2","1.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T11:00:00","21.8","21.8","16.4","71.41","0.0","41.9","null","0.0","0.0","10.8","6.8","356.4","1013.0","100.0","24.1","88.0","0.3","1.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T12:00:00","21.7","21.7","16.8","73.69","0.0","41.9","null","0.0","0.0","11.5","6.5","330.7","1012.0","99.9","24.1","59.0","0.2","1.0","10.0","Overcast","cloudy","null"
"Thái Nguyên, Việt Nam","2024-10-29T13:00:00","22.3","22.3","16.8","71.05","0.0","41.9","null","0.0","0.0","10.8","6.8","313.4","1011.0","89.1","24.1","87.0","0.3","1.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Thái Nguyên, Việt Nam","2024-10-29T14:00:00","24.2","24.2","16.4","61.75","0.0","6.5","null","0.0","0.0","10.1","7.6","336.2","1010.0","70.0","24.1","289.0","1.0","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Thái Nguyên, Việt Nam","2024-10-29T15:00:00","24.8","24.8","16.5","59.95","0.0","6.5","null","0.0","0.0","9.7","7.9","357.2","1009.0","62.3","24.1","328.0","1.2","3.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Thái Nguyên, Việt Nam","2024-10-29T16:00:00","24.6","24.6","16.8","61.84","0.0","6.5","null","0.0","0.0","9.0","6.8","353.2","1009.0","54.4","24.1","236.0","0.8","2.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Thái Nguyên, Việt Nam","2024-10-29T17:00:00","23.3","23.3","17.7","70.78","0.0","6.5","null","0.0","0.0","5.8","5.4","356.0","1010.0","32.0","24.1","112.0","0.4","1.0","10.0","Partially cloudy","partly-cloudy-day","null"
"Thái Nguyên, Việt Nam","2024-10-29T18:00:00","22.2","22.2","16.7","71.03","0.0","6.5","null","0.0","0.0","4.7","4.3","345.5","1010.0","9.7","24.1","0.0","0.0","0.0","10.0","Clear","clear-night","null"
